Date,Serial,Timestamp,Timezone,AC Voltage R,AC Current R,Grid Frequency,Power Battery Pack 1,Power Battery Pack 2,Total Grid Power,Voltage Battery Pack,Current Battery Pack,SOC Battery Pack,SOC Battery Pack 1,SOC Battery Pack 2,Total Voltage Battery Pack 1,Inverter Power Generation,Total Power Generation,Total Grid Power.1,Load Active Power,DC Power PV1,DC Power PV2,Daily Production (Active),Daily Grid Feed-In,Daily Energy Purchase,Daily Consumption,Cumulative Production,Cumulative Grid Feed-In,Cumulative Energy Purchase,Cumulative Consumption,Daily Charging Energy,Daily Discharging Energy,Total Charging Energy,Total Discharging Energy,Total Battery Power
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 12:43:07,8,238.8,1.41,50.01,1210,0,0,,,,81,,414.8,1605.28,1600,-20,290,1605.28,0.0,1.14,0.0,0.03,0.19,1.8,0.0,0.1,0.4,0.91,0.0,1.5,0.0,1400
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 12:48:11,8,238.7,1.5,49.98,840,0,0,,,,83,,412.5,1186.18,1800,0,290,1186.18,0.0,1.27,0.0,0.03,0.22,2.0,0.0,0.1,0.4,1.02,0.0,1.6,0.0,2000
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 12:53:15,8,238.3,1.37,50.01,1100,0,0,,,,84,,414.2,1458.05,1600,-40,290,1458.05,0.0,1.37,0.0,0.03,0.24,2.1,0.0,0.1,0.4,1.09,0.0,1.6,0.0,1100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 12:58:22,8,238.4,1.69,50.02,1260,0,0,,,,86,,415.4,1710.86,1700,0,350,1710.86,0.0,1.5,0.0,0.04,0.27,2.2,0.0,0.1,0.5,1.2,0.0,1.7,0.0,1900
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:03:32,8,238.8,6.08,49.97,150,0,0,,,,87,,404.7,1651.193,1400,0,1440,1651.193,0.0,1.64,0.0,0.04,0.32,2.3,0.0,0.1,0.5,1.28,0.0,1.8,0.0,800
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:08:44,8,237.6,1.8,49.99,830,0,0,,,,89,,411.9,1493.43,900,0,370,1493.43,0.0,1.74,0.0,0.04,0.36,2.4,0.0,0.1,0.5,1.34,0.0,1.9,0.0,500
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:13:57,8,236.6,1.16,49.99,1330,0,0,,,,91,,415.7,1664.075,2100,-10,190,1664.075,0.0,1.88,0.0,0.05,0.38,2.6,0.0,0.1,0.6,1.45,0.0,2.0,0.0,1900
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:19:04,8,238.5,1.19,50.0,1390,0,0,,,,93,,415.9,1649.9640000000002,1300,0,200,1649.9640000000002,0.0,2.01,0.0,0.05,0.4,2.7,0.0,0.1,0.6,1.56,0.0,2.1,0.0,1000
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:24:15,8,238.0,1.67,49.99,1320,0,0,,,,94,,414.6,1487.15,1500,-10,270,1487.15,0.0,2.13,0.0,0.05,0.42,2.8,0.0,0.1,0.6,1.65,0.0,2.2,0.0,1200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:29:19,8,239.0,10.47,50.0,-440,0,0,,,,94,,381.6,2257.45,2200,-30,2600,2257.45,0.0,2.29,0.0,0.06,0.56,3.0,0.0,0.1,0.7,1.69,0.01,2.2,0.0,-400
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:34:26,8,239.8,9.61,49.98,-190,0,0,,,,94,,379.6,2263.4639999999995,2200,0,2300,2263.4639999999995,0.0,2.51,0.0,0.06,0.79,3.2,0.0,0.1,1.0,1.69,0.04,2.2,0.0,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:39:30,8,238.7,9.57,49.97,-220,0,0,,,,93,,378.9,2242.266,2200,0,2280,2242.266,0.0,2.67,0.0,0.06,0.95,3.4,0.0,0.1,1.1,1.69,0.05,2.2,0.0,-100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:44:34,8,237.9,1.56,50.0,1340,0,0,,,,94,,416.8,1165.934,1500,-50,420,1165.934,0.0,2.84,0.0,0.06,1.09,3.5,0.0,0.1,1.3,1.73,0.06,2.3,0.0,1100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:49:46,8,238.2,1.35,49.99,1310,0,0,,,,95,,415.7,1697.7279999999998,1700,0,250,1697.7279999999998,0.0,2.97,0.0,0.07,1.16,3.7,0.0,0.2,1.3,1.81,0.07,2.4,0.0,1300
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:54:51,8,238.5,1.36,50.01,1090,0,0,,,,97,,414.2,1393.4810000000002,1300,-30,260,1393.4810000000002,0.0,3.08,0.0,0.07,1.18,3.8,0.0,0.2,1.4,1.89,0.07,2.4,0.0,1000
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 13:59:55,8,239.2,1.56,50.01,1100,0,0,,,,98,,414.3,1463.435,1500,0,310,1463.435,0.0,3.22,0.0,0.07,1.21,3.9,0.0,0.2,1.4,1.99,0.07,2.5,0.0,1100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:04:58,8,239.2,1.39,50.03,540,0,0,,,,99,,410.2,829.155,800,0,280,829.155,0.0,3.33,0.0,0.07,1.23,4.0,0.0,0.2,1.4,2.07,0.07,2.6,0.0,500
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:10:01,8,239.3,1.49,50.0,540,0,0,,,,99,,410.1,865.4180000000001,800,0,290,865.4180000000001,0.0,3.42,0.0,0.07,1.27,4.1,0.0,0.2,1.5,2.13,0.07,2.7,0.0,500
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:15:07,8,238.4,1.41,50.02,20,0,0,,,,100,,404.2,292.33,200,0,300,292.33,0.0,3.48,0.0,0.07,1.3,4.2,0.0,0.2,1.5,2.16,0.07,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:20:11,8,237.9,1.81,50.0,0,0,0,,,,100,,405.6,394.524,300,-10,380,394.524,0.0,3.5,0.0,0.07,1.32,4.2,0.0,0.2,1.5,2.16,0.07,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:25:15,8,237.8,1.33,49.98,0,0,0,,,,100,,404.3,249.312,200,0,250,249.312,0.0,3.54,0.0,0.08,1.36,4.2,0.0,0.2,1.5,2.16,0.07,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:30:19,8,237.7,1.37,50.01,-10,0,0,,,,100,,403.6,226.238,200,0,260,226.238,0.0,3.56,0.0,0.08,1.38,4.2,0.0,0.2,1.6,2.16,0.07,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:35:23,8,237.8,1.52,49.99,0,0,0,,,,100,,400.1,291.98499999999996,300,0,300,291.98499999999996,0.0,3.59,0.0,0.08,1.41,4.3,0.0,0.2,1.6,2.16,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:40:27,8,238.0,1.6,49.97,0,0,0,,,,100,,400.3,324.35200000000003,300,0,330,324.35200000000003,0.0,3.62,0.0,0.08,1.44,4.3,0.0,0.2,1.6,2.16,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:46:11,8,237.9,1.29,50.03,0,0,0,,,,100,,399.4,226.06,200,-10,240,226.06,0.0,3.64,0.0,0.08,1.46,4.3,0.0,0.2,1.6,2.16,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:46:30,8,237.9,1.29,50.03,0,0,0,,,,100,,399.4,226.06,200,-10,240,226.06,0.0,3.64,0.0,0.08,1.46,4.3,0.0,0.2,1.6,2.16,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:51:52,8,238.0,1.26,50.0,0,0,0,,,,100,,399.3,224.048,200,-10,230,224.048,0.0,3.66,0.0,0.08,1.49,4.3,0.0,0.2,1.7,2.16,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 14:57:03,8,238.6,1.47,50.02,0,0,0,,,,100,,402.5,287.246,200,0,280,287.246,0.0,3.68,0.0,0.08,1.51,4.4,0.0,0.2,1.7,2.16,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:02:07,8,238.0,1.17,50.04,-30,0,0,,,,100,,401.1,193.192,200,-10,200,193.192,0.0,3.7,0.0,0.08,1.53,4.4,0.0,0.2,1.7,2.16,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:07:11,8,236.7,1.03,50.02,10,0,0,,,,100,,402.6,180.269,100,0,150,180.269,0.0,3.72,0.0,0.08,1.54,4.4,0.0,0.2,1.7,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:12:18,8,237.5,1.06,49.97,10,0,0,,,,100,,395.6,170.38100000000003,100,0,160,170.38100000000003,0.0,3.73,0.0,0.08,1.56,4.4,0.0,0.2,1.7,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:17:22,8,238.2,1.08,49.98,10,0,0,,,,100,,402.1,150.332,100,0,150,150.332,0.0,3.74,0.0,0.08,1.57,4.4,0.0,0.2,1.8,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:17:54,8,238.2,1.08,49.98,10,0,0,,,,100,,402.1,150.332,100,0,150,150.332,0.0,3.74,0.0,0.08,1.57,4.4,0.0,0.2,1.8,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:23:03,8,237.2,1.19,49.97,20,0,0,,,,99,,397.6,216.24,100,0,200,216.24,0.0,3.76,0.0,0.08,1.59,4.4,0.0,0.2,1.8,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:28:07,8,236.1,1.06,50.01,0,0,0,,,,99,,402.4,167.97,100,0,150,167.97,0.0,3.78,0.0,0.08,1.61,4.5,0.0,0.2,1.8,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:33:11,8,235.7,1.02,50.02,-20,0,0,,,,99,,400.4,129.948,100,0,150,129.948,0.0,3.79,0.0,0.08,1.62,4.5,0.0,0.2,1.8,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:38:15,8,236.4,1.03,49.98,0,0,0,,,,99,,398.8,142.57600000000002,100,0,150,142.57600000000002,0.0,3.8,0.0,0.08,1.63,4.5,0.0,0.2,1.8,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:43:29,8,236.3,1.41,49.97,-40,0,0,,,,99,,395.9,249.626,200,0,270,249.214,0.412,3.82,0.0,0.08,1.65,4.5,0.0,0.2,1.8,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:48:32,8,236.5,1.7,49.99,0,0,0,,,,99,,398.4,348.117,300,0,340,348.117,0.0,3.84,0.0,0.08,1.67,4.5,0.0,0.2,1.9,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:53:36,8,236.3,1.2,50.0,0,0,0,,,,99,,398.4,202.24,200,0,200,202.24,0.0,3.87,0.0,0.08,1.7,4.6,0.0,0.2,1.9,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 15:58:40,8,235.9,1.32,50.01,0,0,0,,,,99,,398.7,245.568,200,0,240,245.568,0.0,3.88,0.0,0.08,1.72,4.6,0.0,0.2,1.9,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:03:44,8,236.6,1.33,50.05,0,0,0,,,,99,,398.2,250.978,200,0,240,250.978,0.0,3.91,0.0,0.08,1.74,4.6,0.0,0.2,1.9,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:08:49,8,235.4,1.51,49.98,0,0,0,,,,99,,399.9,314.019,300,0,290,314.019,0.0,3.93,0.0,0.08,1.77,4.6,0.0,0.2,2.0,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:13:53,8,233.9,1.48,50.02,0,0,0,,,,99,,398.3,286.04800000000006,300,0,280,286.04800000000006,0.0,3.95,0.0,0.08,1.79,4.6,0.0,0.2,2.0,2.17,0.08,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:18:57,8,233.0,1.62,49.97,-30,0,0,,,,99,,402.1,304.997,200,0,320,304.997,0.0,3.98,0.0,0.08,1.82,4.7,0.0,0.2,2.0,2.17,0.09,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:24:01,8,233.0,1.62,49.98,20,0,0,,,,99,,395.0,360.255,300,0,330,360.255,0.0,4.01,0.0,0.08,1.84,4.7,0.0,0.2,2.0,2.17,0.09,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:29:05,8,233.9,1.64,49.97,20,0,0,,,,99,,390.7,359.83199999999994,300,0,340,359.83199999999994,0.0,4.04,0.0,0.08,1.87,4.7,0.0,0.2,2.1,2.18,0.09,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:34:09,8,233.1,1.83,49.98,20,0,0,,,,99,,394.9,413.1,300,0,380,413.1,0.0,4.07,0.0,0.08,1.91,4.8,0.0,0.2,2.1,2.18,0.09,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:39:14,8,232.6,1.75,49.97,-60,0,0,,,,99,,403.5,317.44,300,0,370,317.44,0.0,4.1,0.0,0.09,1.93,4.8,0.0,0.2,2.1,2.18,0.09,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:44:18,8,234.0,1.58,49.96,20,0,0,,,,99,,396.4,337.392,200,0,320,337.392,0.0,4.13,0.0,0.09,1.96,4.8,0.0,0.2,2.1,2.18,0.09,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:49:21,8,233.4,1.28,50.02,20,0,0,,,,98,,398.2,259.16600000000005,200,-10,240,259.16600000000005,0.0,4.15,0.0,0.09,1.98,4.8,0.0,0.2,2.2,2.18,0.09,2.7,0.0,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:54:26,8,234.2,1.3,49.99,20,0,0,,,,98,,393.6,256.6,200,0,230,256.6,0.0,4.17,0.0,0.09,2.01,4.9,0.0,0.2,2.2,2.18,0.1,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 16:59:30,8,235.3,1.47,50.03,20,0,0,,,,98,,397.9,310.897,200,-10,290,310.486,0.411,4.2,0.0,0.09,2.03,4.9,0.0,0.2,2.2,2.18,0.1,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:04:34,8,235.6,1.31,50.05,20,0,0,,,,98,,393.2,254.529,200,0,240,254.529,0.0,4.22,0.0,0.09,2.06,4.9,0.0,0.2,2.2,2.18,0.1,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:09:38,8,235.8,1.31,49.97,-30,0,0,,,,98,,399.8,185.904,200,0,240,185.904,0.0,4.24,0.0,0.09,2.08,4.9,0.0,0.2,2.3,2.19,0.1,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:14:42,8,235.9,1.3,49.98,30,0,0,,,,98,,401.8,188.413,200,0,240,188.413,0.0,4.26,0.0,0.09,2.1,4.9,0.0,0.2,2.3,2.19,0.1,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:19:46,8,233.4,1.49,49.97,20,0,0,,,,98,,392.2,315.495,300,0,290,315.495,0.0,4.28,0.0,0.09,2.12,5.0,0.0,0.2,2.3,2.19,0.1,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:24:51,8,236.0,1.44,49.95,20,0,0,,,,98,,398.2,310.486,300,0,280,310.486,0.0,4.31,0.0,0.09,2.15,5.0,0.0,0.2,2.3,2.19,0.1,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:29:55,8,235.8,1.31,49.99,-30,0,0,,,,98,,400.5,206.16,200,0,230,206.16,0.0,4.32,0.0,0.09,2.17,5.0,0.0,0.2,2.4,2.19,0.11,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:34:59,8,235.4,1.4,50.03,20,0,0,,,,98,,404.4,299.71999999999997,200,0,270,299.71999999999997,0.0,4.35,0.0,0.09,2.19,5.0,0.0,0.2,2.4,2.19,0.11,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:40:03,8,236.1,1.39,49.96,-30,0,0,,,,98,,390.4,243.84,200,0,270,243.84,0.0,4.36,0.0,0.09,2.21,5.0,0.0,0.2,2.4,2.19,0.11,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:45:07,8,235.9,1.29,49.96,0,0,0,,,,98,,398.4,233.43,200,0,230,233.43,0.0,4.38,0.0,0.09,2.23,5.1,0.0,0.2,2.4,2.19,0.11,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:46:17,8,235.8,1.4,50.01,0,0,0,,,,98,,398.5,278.698,200,0,270,278.698,0.0,4.39,0.0,0.09,2.23,5.1,0.0,0.2,2.4,2.19,0.11,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:46:44,8,235.8,1.4,50.01,0,0,0,,,,98,,398.5,278.698,200,0,270,278.698,0.0,4.39,0.0,0.09,2.23,5.1,0.0,0.2,2.4,2.19,0.11,2.7,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:51:22,8,235.3,1.32,49.99,120,0,0,,,,98,,399.3,373.265,400,0,240,373.14,0.125,4.42,0.0,0.09,2.27,5.1,0.0,0.2,2.5,2.2,0.12,2.7,0.1,100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 17:56:27,8,234.8,1.2,49.96,90,0,0,,,,98,,400.5,337.90200000000004,300,-10,210,337.90200000000004,0.0,4.45,0.0,0.09,2.29,5.1,0.0,0.2,2.5,2.21,0.12,2.8,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:01:31,8,235.4,1.14,50.07,0,0,0,,,,98,,400.0,200.694,100,0,180,200.694,0.0,4.48,0.0,0.09,2.31,5.2,0.0,0.2,2.5,2.22,0.12,2.8,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:06:35,8,236.0,1.41,50.02,-150,0,0,,,,98,,378.5,140.708,100,0,270,140.708,0.0,4.49,0.0,0.09,2.33,5.2,0.0,0.2,2.5,2.22,0.13,2.8,0.1,-100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:11:40,8,236.8,1.41,49.97,-120,0,0,,,,97,,378.5,152.196,100,0,270,152.196,0.0,4.51,0.0,0.09,2.36,5.2,0.0,0.2,2.5,2.22,0.15,2.8,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:16:44,8,236.4,1.21,49.97,-110,0,0,,,,97,,383.9,126.256,100,0,210,126.256,0.0,4.52,0.0,0.09,2.38,5.2,0.0,0.2,2.6,2.22,0.15,2.8,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:21:48,8,235.4,1.49,50.0,-200,0,0,,,,97,,379.0,117.62299999999998,100,0,290,117.53399999999998,0.089,4.53,0.0,0.09,2.4,5.2,0.0,0.2,2.6,2.22,0.17,2.8,0.1,0
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:26:52,8,235.7,1.52,49.98,-210,0,0,,,,96,,378.2,100.322,100,0,290,100.322,0.0,4.54,0.0,0.09,2.43,5.2,0.0,0.2,2.6,2.22,0.19,2.8,0.1,-100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:31:56,8,235.9,1.77,50.01,-280,0,0,,,,96,,397.0,87.66000000000001,0,0,370,87.66000000000001,0.0,4.54,0.0,0.09,2.45,5.2,0.0,0.2,2.6,2.22,0.2,2.8,0.2,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:37:00,8,237.0,1.73,49.99,-290,0,0,,,,95,,396.9,73.554,0,0,360,73.554,0.0,4.55,0.0,0.09,2.49,5.2,0.0,0.2,2.7,2.22,0.23,2.8,0.2,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:42:05,8,234.8,1.5,49.95,-240,0,0,,,,95,,397.2,58.9,0,0,300,58.9,0.0,4.56,0.0,0.09,2.51,5.2,0.0,0.2,2.7,2.22,0.25,2.8,0.2,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:47:09,8,234.6,1.54,50.0,-280,0,0,,,,94,,397.2,32.300000000000004,0,0,300,32.300000000000004,0.0,4.56,0.0,0.09,2.54,5.2,0.0,0.2,2.7,2.22,0.27,2.8,0.2,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:52:13,8,233.5,1.22,49.98,-220,0,0,,,,94,,383.1,17.082,0,-10,230,17.082,0.0,4.56,0.0,0.09,2.57,5.2,0.0,0.2,2.8,2.22,0.3,2.8,0.3,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 18:57:17,8,232.4,1.44,49.98,-270,0,0,,,,93,,397.0,5.7299999999999995,0,0,280,5.7299999999999995,0.0,4.56,0.0,0.09,2.59,5.2,0.0,0.2,2.8,2.22,0.32,2.8,0.3,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 19:02:21,8,235.4,1.43,50.03,-270,0,0,,,,93,,391.2,3.61,0,0,270,3.61,0.0,4.56,0.0,0.09,2.61,5.2,0.0,0.2,2.8,2.22,0.34,2.8,0.3,-100
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 19:07:25,8,237.3,1.35,50.0,-230,0,0,,,,92,,397.1,0.0,0,0,250,0.0,0.0,4.56,0.0,0.1,2.63,5.2,0.0,0.2,2.8,2.22,0.36,2.8,0.3,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 19:12:30,8,236.5,1.3,49.98,-170,0,0,,,,91,,378.5,0.0,0,0,250,0.0,0.0,4.56,0.0,0.1,2.67,5.2,0.0,0.2,2.9,2.22,0.4,2.8,0.4,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 19:17:34,8,232.7,1.34,49.98,-480,0,0,,,,91,,378.3,0.0,0,0,240,0.0,0.0,4.56,0.0,0.1,2.69,5.2,0.0,0.2,2.9,2.22,0.42,2.8,0.4,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 19:22:38,8,235.5,1.52,49.99,-200,0,0,,,,90,,396.9,0.0,0,0,300,0.0,0.0,4.56,0.0,0.1,2.71,5.2,0.0,0.2,2.9,2.22,0.44,2.8,0.4,-300
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 19:27:42,8,237.6,1.33,49.99,-250,0,0,,,,90,,392.7,0.0,0,0,250,0.0,0.0,4.56,0.0,0.1,2.74,5.2,0.0,0.2,2.9,2.22,0.47,2.8,0.4,-200
2025-09-29,ZH1025006KE24A1700R7,2025-09-29 19:32:46,8,234.5,1.31,50.02,-250,0,0,,,,89,,397.0,0.0,0,0,240,0.0,0.0,4.56,0.0,0.1,2.76,5.2,0.0,0.2,2.9,2.22,0.49,2.8,0.4,-100
